text	label
jo mona alegro mucho te haya gustado      	joy
como sufro cuando llevo agus peluqueria ya lo extrano  	sadness
ni en mi casa se puede estar necesito ir algun	joy
eres mi persona favorita           	joy
fueron buenos                	sadness
nose por donde ver el          	anger
ya puse re del orto lpm        	anger
bueno ahora si con toda gusto mucho y le agradezco	joy
por cosas como estas tengo ponerme pilas      	sadness
siempre cuesta arriba              	sadness
mia se llama              	joy
como molesta gente se queja todo        	anger
urge abrazar mi novio            	sadness
f todos los son si chile        	joy
subio al cielo solo para dejarme caer      	sadness
cuanta te vale              	joy
todo el auto adentro tengo esta lleno tierra    	sadness
grabe no                	joy
amigo triste e cuando te porque ya va ver alguien	sadness
si quedo por lo menos sea con alguien no solo	anger
los problemas papa tanto mi hermana mi  ? no	sadness
ah su madre con tantas          	anger
no puedo con del dr santos        	sadness
mina mala leche boludo            	anger
nunca imagine un momento como este llegara     	sadness
hoy tengo ir              	sadness
no hagas perder mi tiempo          	joy
pelotuda siempre para para mi nadie tengo aprender alguna vez	anger
yo buscando mi ganas para estudiar para el examen  	joy
y ella dice esto vieja maldita y ahora se hace	anger
por no puesto titular en          	anger
espero historia en sea            	sadness
quiero un gatito              	sadness
e llegar y jugar contra u por chucha    	sadness
voy dormir mejor              	joy
se feliz vivi los mia encargo yo  solo se	joy
esto empieza bien              	joy
to                  	anger
esta muy               	sadness
chale ya se acabo seguro su mama le quito el	sadness
buen dia                	joy
gracias   [?]            	joy
mal humor volve por donde no so bienvenido    	anger
cafe con leche enteron para el alma      	joy
no se sera pero hoy siento demasiado triste    	sadness
lindo esta para seguir en cama        	sadness
aun siento algo debil            	sadness
miercoles ven mi              	sadness
masa esperar loco              	anger
todo lo gusta e caro o vive lejos mundo  	joy
niego volver                	anger
en un del largo            	anger
y da como todo            	sadness
necesito urgente unos masajes y          	joy
siento re mal y lo mejor e vaya un aca	joy
hace poco acorde tortilla con estilo hacia mi mama y	sadness
todo esto e importante           	joy
hoy por comida              	sadness
no se por crei cambiado creo los suenos no se	sadness
alguien voz                	sadness
enserio estoy en esos dia pase lo pasa yo voy	joy
te extrano tanto              	sadness
todos hablando hamburguesas y yo aqui comiendo nunca pense sentirme	sadness
creer o pero si llega ser asi voy ser feliz	joy
no mamen nadie quiere wtf          	sadness
bueno y en tambien no entienda mucho      	joy
sone bien bonito contigo ti          	sadness
nunca habia tanto perder plata          	joy
po                  	joy
"quiero aprender el "" hasta aqui llegue "" con toda"	joy
desde olvide mi campera en mar del plata hace muchisimo	sadness
4 dias                	joy
mi cel ya no carga          	sadness
en esta casa el panuelo verde y se hacen los	anger
mejor dame otro beso            	sadness
en pieza escuchar musica            	joy
no te puedo creer            	sadness
lo ma culero e tener un pinche en el hombro	sadness
va ver si no pongo mas buena toda esas viejas	anger
ser feliz e una decision          	joy
alguien vea anime algun bueno bueno dieron ganas ver uno	joy
extrano hacer pero por una cosa o por otra no	sadness
fa odio como baja el los seguidores y lo peor	anger
y el dentista borracho cuando          	anger
tomando fernet solo y comiendo queso con pan mentira pego	sadness
papi esta literalmente pie distancia mio y llama por telefono	joy
domingo muy                	joy
gente te sonrie cuando hacen contigo e un    	joy
dormi con el tv            	anger
siento tan conmigo misma            	joy
vamoslau este partido ya lo vivi  ctm pena rabia	anger
voy hacer cuando no vea mi mejor amigo toda mananas	sadness
bueno ya esta semana ha sido muy linda en serio	joy
q sabado aburrido              	sadness
ojala tuviera alguien para en muchos meme      	sadness
el valor cosas no tienen valor        	joy
hola persona solo venia acabo despertar        	joy
no gusta verla mi abuela asi        	sadness
pasar anos pero veces el recuerdo sigue lagrimas  abrazos	sadness
no entiendo por novia d mi papa e tan buena	sadness
ademas no apetece ni levantarme cama y se acaban los	sadness
tambien                  	joy
sin criticar no vive gente          	anger
tendria ser ilegal trabajar un domingo        	anger
estoy segura ese man comio en imaginacion con esa tan	anger
quiero recuperar ven del sufrimiento          	sadness
fiaca                  	sadness
ay cagas pinche horario alv          	anger
acorde porque no gusta con cosas e mejor sola andar	anger
ya no soy              	sadness
parce el man todavia foto perfil con ex pedo wey	anger
este chico saca              	anger
hola son 7 y medium tarde y he acostado 4	joy
espero lo                	joy
ganas tengo hablarle mi            	sadness
por esto e q            	anger
senora no quiere hablar un poco mas asi llegamos 2	anger
estaba acostada y por alla manda un wsp mi mama	joy
queria ir saludar por su cumple        	sadness
son re giles mi amigo          	anger
te bote no e te bote sin      	anger
todo dijeron senora asi no          	sadness
yo pense se estaban dando contra un      	sadness
! mono los mira se van en conversacion sin dejar	joy
feo haber planeado tantas cosas se jamas      	sadness
levanto un domingo e no creer y encima estoy buen	joy
alguien venga tirar una sopa tortilla al porque hambre  	sadness
encontre alguien podria ser mi para ir y lo deje	sadness
maldito free fire sacas el sueno        	anger
yo nunca he con una          	sadness
mi cabello no ayuda mucho en fotos      	sadness
llevo una semana sin carro y ya estoy    	anger
muchas gracias hace ilusion estes disfrutando esa      	joy
viejos deberian todo el material y        	sadness
se hace dificil aprobar una materia si el cae para	anger
se hizo twitter  voy matar        	anger
no no irse fue su noche y apenas volar  	sadness
desayuno                  	joy
da mucho en pensar            	sadness
rapido                  	sadness
ya olor eso no esta bien        	joy
este                	sadness
o cada 15 dias            	sadness
solo necesito 10 min una para hacer un    	anger
adivinen quien se le volvio meter idea      	joy
noma quiero dormir              	sadness
como rei con              	joy
mi hacen eso              	joy
preparando un gran proyecto            	joy
! ahora si en cada partido        	sadness
estaba emocionada porque toca el siguiente hasta un amigo bien	anger
ya le habia dicho odio comer sola estoy en el	sadness
adivinen quien se le cayo y no podra ir en	sadness
mi mejor amiga ya se va ir del rancho ese	sadness
pensar los tuve tan cerca mi y no le pude	sadness
dificil situacion                	sadness
no entiendo como siendo mas lejos vive dejan siempre esperando	anger
mi                  	sadness
apetece muchisimo un juego mundo abierto ?      	joy
lo extrano                	sadness
queria y escena              	joy
encanta ser y decir cosas como son eso    	joy
yo tambien te queria ver          	sadness
estudiar para do examenes misma clase ok      	joy
quiero un                	sadness
disfrutar y                	joy
no estoy lista              	sadness
jaja obviamente e no ni el minuto silencio    	joy
no puedo comerme un jajaja mi cena fue y con	sadness
peor no podia levantar            	sadness
en un                	sadness
ya quiero sea manana  por el simple hecho e	sadness
pone mal humor el viento prefiero 10 grados bajo cero	anger
e una pena el gol fuese sin querer    	sadness
voy dormir porque hago todo mal todo      	sadness
27 ya                	joy
he por primera vez una internacional y no se siento	joy
esta mal querer ser mas alta        	sadness
estoy podrida estar acostada            	sadness
luis miguel tiene bien molesto el cabron      	joy
quiero mi casa              	sadness
"historia mi vida pero seria mas bien con "" no"	sadness
martin se llevo              	sadness
todo mi esfuerzo y estan valiendo pena      	joy
duele garganta y el pecho          	sadness
y sigue el sol y el no parar en el	joy
necesito trabajar                	joy
no saben triste e perder los audifonos en tu propia	sadness
merda                  	anger
un nuevo dia comienza y no sera menos feliz si	joy
miedo en una sesion un like una foto hace dias	joy
u esta diciendo algo            	joy
el dia esta precioso y yo sin amigo para salir	joy
ella y yo carretera y fondo pocas cosas se pueden	joy
ahora se saca pecho por ser un hp    	anger
desperte con ganas pelear            	joy
ya no quiero digan onda soy como no entienden  	sadness
encanta                  	joy
sigue sin conmigo sad            	joy
y estas ganas beber salieron          	joy
otro amigo ma para el cielo        	sadness
soy el unico se porque del vato my    	anger
como quema cabeza todo esto          	sadness
dale                  	anger
los domingo se con mate y amigo      	joy
desperte deseando tenerte mi lado          	sadness
hoy toca molestar mi relacion toxica        	joy
se termino lo se daba tremenda noche   ahora	joy
fui iglesia y ahora siento tan bien      	joy
ese tipo persona necesitas en tu vida      	joy
uy pa                	sadness
el se va sin lo y asi      	joy
era pierna                	sadness
tenia mucho no sentia asi feliz        	joy
espero proxima vez no en matar maduro      	anger
como quisiera q siga            	sadness
hoy el dia se ha pasado demasiado lento    	sadness
esta semana ha sido tan horrible quiero llorar sin control	sadness
tengo una relacion muy toxica con mi amiga pero yo	joy
tan bueno y como se eso  todo vuelve [?][?]	sadness
hasta cuando vamos seguir aguantando al tapia por    	sadness
todos bien y uno aca          	sadness
tan cerca tan lejos ir feria y pagar por el	sadness
queria ir  odio tan bien        	sadness
pelotudo soy como echar            	sadness
hoy cumple anos mi bella  dios cuide por muchos	joy
quiero galletas                	sadness
vida                  	joy
te da cuenta ha en instagram cuando no tienes ninguna	sadness
ya veo levante alpedo            	anger
soledad e le unica jamas ha dejado      	sadness
hola                  	joy
quisiera ir escuela en vez al servicio  pero noma	sadness
viaje los viejos y se va para espana para misma	joy
si e da igual vaya dormir 2 o 7 duermo	joy
por eso no gusta gente          	sadness
nunca tuve tanta importancia y tanta rabia      	sadness
siempre ahi alguien              	joy
y en el s yo eran tan por tiene venir	sadness
pa cuando en              	sadness
buenas                  	joy
hasta el bano lave quedo pipi        	joy
esta llevando chingada porque no puedo acomodar mi horario  	anger
re larga para llevarme            	sadness
creo partir hoy en noche llego y duermo flojera tan	sadness
odie y los nervios            	joy
querido vecino no pongas mientras escucho dua lipa    	anger
vez sonando con eso            	sadness
ya se como voy pasar mi cumpleanos      	joy
desperte con dolor garganta y no por hacer cosas  	sadness
el cc e mi unico amigo        	sadness
angustia                  	sadness
no puedo                	sadness
ire mama daniel y siento voy llorar      	sadness
noma estoy perdiendo mi tiempo          	sadness
dolor cabeza                	sadness
dieron ganas ir              	sadness
e asi                	sadness
el amor nunca pide permiso por eso sale con sus	anger
yo queriendo sentir mario le da amor     	sadness
y ahora no puedo dormir          	anger
ya hoy no no vamos ver toco le tenia  	sadness
e muy fuerte  aborto legal seguro y ya 	sadness
hace tiempo no sentia asi  y como duele parce	sadness
buenos dias y buen dia todos menos esas no porque	sadness
lpm con vos  ya quiero ir aca    	anger
jamas en mi vida imagine decir esto no quiero ir	sadness
maldita hora perdi o sono          	anger
veces creo madrugada se hizo para ver mi tratando  	joy
no bien alguien no lo en lo minimo sus para	joy
mi celular esta una            	anger
salgo una meto en diez          	anger
lindo lo se viene            	joy
estoy bien                	joy
se hizo bien tarde no llegue        	sadness
no contesta mi para manana          	joy
e estado porque en mananas y tardes no tengo internet	sadness
agosto ? por no te los hubiera sido un lindo	sadness
deberias estar                	sadness
esta mal querer llorar porque una trato mal    	anger
estoy tomando chela en plenum plaza buen domingo    	joy
buenos dias  hoy hay video        	joy
bonito e tener casa sola          	joy
y lo peor e todo eso e cierto    	sadness
yo voy dormir sabiendo hice bien        	joy
ando con un maldito mal humor desde esta tarde ni	anger
casino                  	joy
yo se creer y sentir choca gente y metida  	anger
paja vivir resaca ya no te aguanto mas    	sadness
encantaria persona amo fueran pero no e posible    	sadness
ah                  	anger
hambre sufro                	sadness
manana voy al gym con negra        	joy
no tener tanta ansiedad            	joy
como extrano q ganas volver lo eramos ante    	sadness
siempre doy mas lo recibo          	sadness
dios mio triste              	sadness
se llama soledad              	sadness
no jodan gracias              	joy
buenas son historias miss            	joy
maldito insomnio                	sadness
si tiene  invite no sean asi yo no molesto	joy
por sera asi levante do horas ante algo pasa siempre	anger
los en los descuidas un minuto y ya se tres	anger
no quiero ser una vieja intensa y pero tengo un	sadness
en                 	sadness
coco para mi problema pero prefiero no asi porque hoy	sadness
por no se acaba este semestre ya      	anger
y se terminaron vacaciones            	sadness
quiero dejar exactamente el mismo mensaje y quede claro  	joy
espero se mucho y le den mucho apoyo amo  	sadness
esta hija mia tiene un super fuerte      	anger
bonita accion                	joy
idiota pone jugar mal            	anger
si asi arranco el dia no quiero imaginar como lo	anger
ya no mas              	sadness
al robo el le quiero decir hizo llorar y lo	anger
ayer fui un robo ahora salgan y hagan algo mi	sadness
estaria bueno sergio se ponga 10 con sus pizza pero	sadness
un odio lo jajaja  mi nivel decepcion    	sadness
fue mala idea desayunar esto          	sadness
necesito nueva musica              	sadness
? para cuando algo asi          	sadness
tengo                  	joy
necesito alguien por no estoy pensando claramente      	joy
hay una llamada partir hoy y cada ano viene extranare	sadness
amigo no                	sadness
el quiera va querer tal y como soy    	joy
ver fotos viejas e un viaje ida al    	joy
neta se siente bien culero irte tu casa    	sadness
esas cosas extranar no deberian          	anger
un ratito y al otro se caen lagrimas    	sadness
estoy en coma              	sadness
diadelnino ayer estuve con mi mama no regalo ni un	sadness
una cargo                	sadness
esperando el bondi              	joy
uno trata y se enoja deja        	anger
na                  	sadness
mi dejan hasta mama del q puso casa y despues	sadness
empanadas sin pasas              	anger
solo en mi facultad terminamos rendir los primeros el 24	anger
amo ayudar mi hermana con cosas para su boda  	joy
lo extrano mi novio y encima lo vi ayer  	sadness
si vine desde bien pinche lejos para      	joy
ya llegue mi curso yo solo quiero dormir    	sadness
voy ir ver the y no he visto ninguna  	joy
quiero todos mi dias sean          	joy
tengo el autoestima por el suelo mas o menos  	sadness
gracias                  	joy
lpm mal humor da este frio del orto    	anger
justo hoy quiero salir por mi celular estan haciendo lo	anger
malditos colicos                	sadness
encanta salir viaje pero no sin mi novio porque lo	sadness
pa                  	joy
dicen mejores historias solo tienen final al final del libro	sadness
hermoso sabado para estar tirado en cama todo el dia	joy
buenos dias felizdomingo              	joy
tengo ganas un vino            	sadness
ando bien pedo y tengo miedo como manana ya ni	sadness
y yo sigo              	anger
hasta recien con el  ahora casa      	joy
siempre sonrisas                	joy
acabo despertar con na si yo tengo una suerte terrible	sadness
odio por dios              	anger
odio cuando matan gente en series pero esta vieja ya	anger
idea algun con              	sadness
reunion social ta  todos tan        	joy
"onda lo "" enamorada "" esta gente twitter    "	joy
ya no los aguanto junto          	anger
con noticia en madrugada un sus  ! buenos dias	joy
tengo mucho sueno y eso hemos dormido hasta 2 pm	sadness
tal le habra algo mal          	anger
entre el aborto y do vidas se va cabeza dios	anger
entonces ? quieren dejar sin          	sadness
feo ese partido con los casi del mismo color  	anger
manija vacaciones                	sadness
cada dia recuerdo soy mas lo pensaba      	sadness
caga ser yo              	joy
se ve no hay nadie          	anger
sabado liga                	joy
debil                  	sadness
laacademia le pasa no mames decir canta mejor    	anger
unas ganas ir con ustedes abuelos        	sadness
tengo un examen manana y los ya horas esta jodiendo	anger
no no miedo              	joy
el dia esta demasiado bello hoy amo los dias en	joy
ya esta preparando todo para noche como estoy todo ya	joy
van como 5 ya he visto en noticias    	anger
voy hacer mi tarea            	sadness
mi vida seria mas facil sin los trabajos en equipo	joy
mi trabajo aqui esta hecho          	joy
pero demasiado                	sadness
le puse 6 horas para lavar ropa y limpiar el	joy
pero bueno aun queda un dia        	joy
odio el publico              	anger
vivo y cuando creo voy mas        	sadness
ya olvide lo era dormir hasta tarde      	sadness
por son asi              	sadness
amor le dijo y no no molesto para nada esta	joy
el huevo                	joy
hpta le comenta fotos por no mi      	sadness
un besito uno na ma          	joy
yo soy esa amiga manda audio hasta 10 min por	joy
no quiero ir manana            	sadness
todo yo                	anger
solo son do semanas mas no vemos pronto mi pago	joy
llevo 22 dias sin ver mi novio y lo extrano	sadness
fui poner gasolina lo mi solo le eso e un	anger
mal ahi lo entere            	anger
solo quiero estar en casa          	sadness
despertarse triste                	sadness
horrible e con un vacio y casi      	sadness
por sera mi sentido no falla y una vez mas	sadness
dios le da pan al no tiene dientes    	sadness
quiero ir al cine hoy y nadie      	sadness
quiero irme mi casa            	sadness
uribe e esa piedra en el no no deja con	anger
quien pudiera tener tanta suerte          	sadness
lo peor tener mi horario noche e no se si	sadness
tal eso e al pais como el poco dinero del	anger
mi ya se va            	sadness
primera semana siempre e ma desde entre      	sadness
acaba salir una mega            	sadness
hoy hay fiesta en y yo aqui en puebla sin	sadness
nivel escuchando lo dice sin dejar ver el tiene en	joy
siempre pero nunca se ponen pensar si son verdad  	sadness
buen cafecito para este frio          	joy
? dejado tu en unas horas estare      	joy
no quiero diga mas eso porque mi amigo son lo	anger
companeros trabajo casi se hacen los hablan por telefono cuando	anger
no eres no le cree nada yo tampoco    	anger
porque falla asi si siempre hice cosas bien con vos	sadness
                  	joy
no le pasa hacer todo mejor manera y al contrario	anger
estoy tan cagado frio            	sadness
y so                	sadness
hace mucho tiempo no dan una        	sadness
con fe hoy con toda fe        	joy
ahora puedo bailar el con un vestido      	joy
lo pero una mas se mande y se termina todo	anger
camila e terrible              	anger
unas amigas se pa peda          	sadness
el viento pone mal humor          	anger
levante con el cuello duro          	sadness
le extrano demasiado              	sadness
le pasa gente soy gato justo al mas tranquilo y	sadness
chale si                	sadness
? blanco ? y por no esta mi nino  	anger
parte el corazon ver los ninos en calle    	sadness
! hola parece estoy hablando espanol ? sueno como estoy	joy
no tu por una            	joy
l                  	joy
triste todo                	sadness
ahora si ando feliz feliz          	joy
mal te hace sentir falta atencion        	sadness
el tengo ahora una porqueria e        	anger
ni modo                	sadness
duelen un chingo mi brazos maldita guardia ayer tuve entrar	anger
no puedo dormir y manana no puedo levantar    	anger
por eso e no gusta mi salgan      	sadness
duele hasta                	joy
tendria seguido durmiendo              	joy
si no se van se los lleva vida    	anger
quiza esperaba mucho al esperar un al verte    	sadness
sirve tener si va estar en 8      	joy
sea unica persona puedo soportar con el te    	anger
y no siempre voy estar pendeja        	joy
se parte el bocho lpm          	anger
esta maldita falta futbol tiene viendo        	sadness
che tengo panza como si estuviera esperando y semana viene	anger
no puedo parar ver fotos del todo [?]    	sadness
? y como para fecha sale tercera temporada    	sadness
mi papas son todo lo esta bien en esta vida	joy
todos tan y yo tan estudiando        	joy
lo mas caga valentina e no le guste ver  	anger
nada como el final temporada 2        	sadness
ya necesito novia              	sadness
oy                  	anger
bonita se ve gente no se mete en lo no	joy
no quiero regresar escuela verle todos los mi salon  	joy
hoy hice fotos bonitas siento el spam pero queria  	joy
sabes como tenes con los tweet        	joy
10 dias y se va el        	sadness
como sera en el mundo          	anger
todo e ma bonito cuando sabes lo quieres    	joy
tenia mucho no              	sadness
na sa                	joy
le hice el pelo mi amigas y ahora yo no	joy
da verlo con los            	sadness
maldito insomnio                	joy
se                  	sadness
hay una nina toma fotos y siempre termina o el	anger
nunca voy poder sentir bien conmigo misma      	joy
llegue mi abuela y lo primero pregunto e si el	sadness
arroz    carne asada    tortilla	sadness
tengo frio                	anger
tengo unas ganas pero mi amigas le gusta mision  	anger
domingo aburridos si los hay          	sadness
tenia salir justamente ahora            	sadness
enoja cuando dicen mi apellido sin acento      	anger
ganas ver vela              	sadness
hoy mi los malos esta al maximo      	anger
se olvido mi              	anger
cuando una serie quiero ver no esta en netflix quiero	joy
en casa estan todos            	sadness
lastima ya no e como ante        	sadness
se hace linda con mi buzo jaja      	anger
espero no vaya bien con el estamos      	joy
con ganas nada              	joy
tengo q levantarme en una hora y yo sin poder	anger
fue re lindo y tu mama una divina    	joy
una hora esperando llegue hamburguesa llevo 10 minutos por lo	anger
gente toxica e mejor lejos cerca        	joy
hace falta mi amiga            	sadness
odio mi cosas y no          	anger
kcamexico ahora en este fin semana quede en casa  	sadness
como duele decir no joda y al      	sadness
pico toda vida              	sadness
quiero ir al cine            	sadness
mi tio quiere ma mi          	joy
solo al chupa pija mi vecino se le el 3	anger
wtf con mi estomago            	sadness
mi papas no cuando yo acuesto dormir siesta loco ponen	anger
traigo antojo unos pero pinche no mamen      	sadness
el otro finde no lo pienso 2 veces y voy	sadness
vete alv para este pinche clima feo mejor hubiera quedado	anger
los doble en mi oreja derecha son un karma  	sadness
mas puedo pedir  pura felicidad cargo      	joy
como despues ver llorar tu abuela en frente tuyo  	sadness
el diga te va doler mucho no te motivo tanto	joy
creo subi al bus muerte          	sadness
no nada                	sadness
volver comenzar volver aprender estar sola  ya no pienso	sadness
ke duela he  [?] [?]        	sadness
neta su queria ir feria          	sadness
disfrutar tranquilidad ni tiene precio          	joy
feo e ver del servicio uber        	sadness
mal ahi te dejen asi          	sadness
tengo armar el bolso porque manana se vuelve rutina 	sadness
estoy mal humor tengo sueno e domingo y tengo leer	anger
termine do en cinco dias quedo sin serie    	joy
tengo hambre y mi mama recien esta cocinando    	sadness
estaba re bien tremendo bajon tengo va estar todo bien	sadness
ando viendo los video del y amo escuchar sus  	joy
y encima estoy como nadie peor yo      	sadness
tengo mucha moral  ya debo cambiar mi forma ser	sadness
tengo miedo le alguien mas y se empiece olvidar mi	sadness
no le voy dejar no saludo esa noche encima dice	anger
un domingo distinto por persona          	joy
otro mas te extrano tanto          	sadness
en serio estuve con por do horas mas o menos	sadness
todo andaba bien hoy bad desde el alianza lima juega	anger
ya se fue el y tengo hambre      	sadness
y hoy no abre el ta listo      	anger
donde sera venden el carino necesito vengan un millon  	sadness
ahora esto e personal            	anger
manana entro escuela y no tengo ni cuadernos    	joy
mal puse cuando pregunto eso          	sadness
maleta y                	anger
necesito nuevos amigo              	sadness
ok kevin ya esta cabeza x salir en su cumple	anger
se parte cabeza y tengo un humor divino    	anger
te quiero aqui conmigo            	sadness
quiero ver mi              	sadness
no salgan su casa despues 2 manana      	sadness
? todos los van ser asi porque ya no quiero	sadness
cada vez pega mas parece q lucas no este siempre	sadness
ma porra                	anger
pues yo quiero tener sobrina pero se aun no e	sadness
le pasa gente igual estoy ser como      	joy
pasen rapido horas loco porque no se como he tanto	sadness
no quiero ir al medico          	sadness
buenas noches otro dia menos          	joy
dormi y levante recien ahora como odio sentirme mal  	anger
gusta cambiar                	joy
necesito traigan el cafe cama y con algo dulce  	sadness
chale sad                	joy
termine do tres series diferentes en mi vacaciones estoy muy	joy
no se si siento o soy un pelotudo    	anger
aca no dice si necesitas una misa malo chabon  	sadness
gracias                  	joy
hay gente solo necesita una excusa un para llevar cabo	sadness
quien se case conmigo tendra aguantar lo use como oso	joy
sinceramente este equipo da verguenza          	anger
estres este domingo en pijama          	sadness
se arranca el ultimo dia laboral        	joy
mi carro                	sadness
ay si estoy bien            	sadness
re podrida                	anger
no fui vega por ti y con      	joy
cada vez veo alguien en una foto con blancos dan	sadness
flor lleva su              	joy
5 pa todo              	joy
aburrimiento                  	joy
siempre lo he dicho esto e una  solo espero	sadness
mi ciudad con y yo aca        	sadness
alguien quiera venir almorzar y ver peliculas conmigo    	sadness
quiero irme casa ya mismo          	sadness
lpm quiero canciones dejen llevarme recuerdos hacen miserable    	anger
toma no                	anger
cena te verde con 2 pan        	sadness
q paja da              	sadness
ayer trabaje y el sol estuvo genial todo el dia	joy
ya decia yo habia visto ante en      	joy
no mas en ningun sorteo y mucho menos compro una	anger
puede loco                	sadness
lindo fue poder dejar mi en ese lugar    	joy
voy esa estupida cuenta            	anger
yo tambien quiero ser igual feliz        	joy
no quiero enfermarme nuevo            	sadness
como tres cuadras diaz            	sadness
un chongo entienda pido nomas          	anger
los el wifi              	anger
mo voy conocer              	joy
siempre pensando en lo mismo          	sadness
siii y duele darte cuenta cosas no son porque tu	sadness
placer vida morir risa hasta llorar mi amigo son tan	joy
pocas ganas armar valija            	sadness
hubieran sacado hermana ni e famosa se tenia quedar no	anger
y total solo tengan al espanol en      	anger
libre gordillo  siempre lo fue  o no una	anger
mal volver en el bondi con todos los pelotudos van	sadness
cuando tu novia te            	sadness
el lunes entro clases no quiero        	sadness
triste mi chica los finde lpm  necesito aca mimos	sadness
preparando los                	joy
felizsabado pa ti lo q e yo soy feliz 	joy
no no                	sadness
lindo despertarme esta hora por una crisis      	joy
q lo paso fatal durmiendo sola        	anger
no estoy lista para mi ultima semana vacaciones    	sadness
ahora estoy                	joy
por esto rio en situaciones no deberia e por mi	joy
cae mal cuando              	anger
en esto se mi eso          	joy
ver si mi amigas se pongan en modo y pagan	joy
mood con y no son desayuno        	joy
date cuenta                	anger
y parece nuevo el cerro          	sadness
donde                  	sadness
una novia como              	joy
no fue una re ufff noche pero lo importante era	joy
se                  	joy
dicha no sali ayer porque hoy        	joy
y parece veremos acostado con          	joy
si alguien se escribir fantasia aqui tiene algunos consejos  	joy
y yo como llorando  eso no falla nunca  	sadness
te tengo en mi cabeza todo el tiempo    	sadness
mi hermana le cambio contrasena mi y ahora no puedo	anger
hizo dano el              	sadness
bronca estar asi              	sadness
no quiero regresar              	sadness
asi como cuando uno toda fotos los viajes asi  	sadness
aunque le mucho interes alguien nada si el no lo	sadness
fua victoria quien ma te va por ig    	anger
hoy estuve todo el dia con el      	joy
no se si pero no esta mal      	joy
                  	joy
wow estoy tan orgullosa mi ninas        	sadness
quiero un estrella  y aun no encuentro uno [?]	sadness
le voy decir para hacer un partido hockey    	joy
e joda                	anger
una nueva propuesta gracias dios          	joy
no puedo sentirme tan para el orto      	sadness
siento harta tantas cosas y no puedo hacer nada al	anger
como vengo enfermar un lunes          	anger
era q ya no iba tomar mas      	sadness
no se puede estar en ningun lado te cai gorra	anger
manana no quiero ir trabajar          	sadness
pasapalabrachv sorry pero fui feliz con el error del sebastian	joy
caro                  	joy
siento poco poco todo va          	sadness
voy dormir                	sadness
xq pero siento q hoy va pasar algo    	sadness
necesito un                	joy
lo unico espero no se haga costumbre levantarme todos los	anger
justo habia despertado con ganas hacer un al llueve  	sadness
como si le              	sadness
no te va dar cuenta no quiero una amistad noma	joy
buen dia sabado todos aca ya tengan un lindo dia	joy
muchisimo mejor [?]              	joy
mi familia se piensa soy personal todos mi sobrinos tienen	anger
cosas tan simple mi dia          	joy
y yo nunca ser amigas por mas yo lo intente	sadness
ganas volver                	sadness
super mala educacion te pongan bien pedo y no te	anger
tu ira y tu yo viendo ropa y por lavar	sadness
quiero todos los lo una foto para verlo    	joy
tu ya verte con ninas y yo aqui con una	sadness
e ni se como sentirme          	sadness
se estan perdiendo los            	joy
esto e una sigue estilo i s i s 	anger
lpm se va bateria muy rapido        	anger
tal cual                	sadness
preguntas pero sean y respondo          	joy
en mi caso eso no preocupa otra cosa    	joy
estoy bien sad porque yo manana no regreso uni  	sadness
odio                  	anger
no mamen e neta            	anger
un bebe 7 por tanto          	joy
sabado 1030 pm y ya estoy diablos pasa    	sadness
bailando back                	sadness
escuchar algunos y te los oidos  ademas preguntarme hacen	anger
ni un minuto silencio            	anger
si tu quieres le puedes preguntar al mismo diablo no	joy
con nadie se queda bien          	anger
y no fuimos pa            	joy
solo son noches              	sadness
creo fuerte pero no soy ma debil sensible    	sadness
felices 21                	joy
encima le hemos ese dia no se en    	anger
le pregunte                	anger
un buen dia              	joy
quiero  algo para esta noche        	sadness
despues en piscina ver            	joy
lastima no                	sadness
varios cumpleanos y este dia          	joy
ayer clasico espero una tarde tranquila        	anger
ma bronca agarro              	sadness
mal levante                	sadness
quien dejo toda su familia fuera su casa    	sadness
duele el corazon              	sadness
en serio no puedo como desde hace 10 min porque	sadness
20 dia                	joy
wtf estan horribles los horarios semestre        	anger
el cerebro sabe lo le pero el corazon no sabe	joy
copado justo un domingo haga lindo dia      	joy
bueno nunca mas trato ser tierna con nadie    	anger
le dar rt y mg          	joy
nadie sabe                	sadness
estaria necesitando rocio              	sadness
creo pensar q lo vi no sea cierto    	sadness
por dios                	sadness
cuando llega una instagram cosas o siento estan diciendo bueno	sadness
q asco  siempre mi familia gordo o q no	anger
to super                	sadness
tengo el ojo horrible lo unico espero sea alergia y	anger
siento algo feo en mi corazon        	sadness
ayyyy despues estar el y mi vida durante anos con	sadness
fantasia han dejado tirada para el concierto hoy y voy	joy
lo odio por hacer el concierto hasta monterrey    	sadness
siempre lo                	anger
era necesario despertarme esta hora          	sadness
asi ayer le pusieron el como mejor opcion    	sadness
borre toda fotos tenia con el        	sadness
quisiera poder entender el porque cosas        	sadness
camisa s y camiseta l y m ultimas quien quiere	joy
buen domingo                	joy
como hace falta serie luis miguel        	sadness
no gustas agosto              	sadness
pues bueno sabia              	sadness
irse vacaciones conocer un chico en el hotel y saber	joy
se puede decir mas alto o mas bajo pero no	joy
desastre como esta jugando u          	sadness
dios quita pero cuando            	joy
no termino salir una y ya dan otra    	sadness
cuando voy aprender no debo esperar nada nadie nunca pero	joy
si matar fuera legal no estaria llorando los nervios  	anger
ganas estando                	sadness
veces trabajar hasta tan tarde y no haber visto el	sadness
tanto espere el sabado para nada        	anger
