,text,label
12219,ay como caga este diario y mas cuando e fin,anger
12220,my creo tome como 12 en un dia   ,joy
12221,esta mi mama              ,anger
12222,pero lo amo              ,sadness
12223,no crean tienen mala suerte si no los habia dado,sadness
12224,quisiera tener alguien venga visitar cuando estoy enferma    ,sadness
12225,voy explotar                ,anger
12226,horrible sentirse asi solo            ,sadness
12227,llega hablen esos temas en el desayuno      ,anger
12228,felices anos bogota pesar estar siendo por un marca mayor,joy
12229,por esos audio no lo dejo salir solo caso cerrado,anger
12230,cada vez peor              ,sadness
12231,voy morir amor              ,sadness
12232,pues mi en un mi padre al final no se,sadness
12233,si asi lo quiere bueno          ,joy
12234,asi y no respondo            ,joy
12235,al menos escribio 2 palabras imagine solo con un emoji,joy
12236,frio                  ,sadness
12237,no se conoce tantos            ,sadness
12238,! caga esta lluvia o el carro o mejor no,anger
12239,ya no se puede ni salir pasarla bien    ,anger
12240,alcohol nunca mas              ,sadness
12241,tengo ganas cocinar rico rico hoy pero no hay nada,joy
12242,hoy recibi un beso en frente        ,joy
12243,mal cae sean asi            ,anger
12244,le di un en sin querer y ahora odia  ,sadness
12245,alguien                  ,joy
12246,noche en cine con            ,joy
12247,porque ese perro salir cuando trabajo al dia siguiente  ,joy
12248,nuestras charlas menos              ,sadness
12249,no gusta el camion mi          ,sadness
12250,el buen humor tenia hasta hace ya no existe bronca,anger
12251,al menos si hay spotify          ,joy
12252,fuerte lo recien              ,sadness
12253,te odio porque con una menos 10      ,sadness
12254,actitud mas                ,joy
12255,bronca                  ,anger
12256,se siente bien cuando llega el punto en todo ya,joy
12257,todos los o deje seguir ayer no se por o,sadness
12258,nunca mas salgo hasta no lo        ,anger
12259,rota en mil              ,sadness
12260,vida                  ,joy
12261,lo mejor vida e encontrar alguien conoce tus y y,joy
12262,y una vez mas volvemos rutina        ,sadness
12263,afuera llueve adentro tormenta nunca llega su final    ,sadness
12264,no llevo ni una hora en cdmx y ya preguntaron,joy
12265,manana toca levantarme 700 y un viaje 200    ,sadness
12266,ya ya puedo dormir tranqui          ,joy
12267,veces extrano mi              ,sadness
12268,ok chingada                ,joy
12269,yo tmb                ,sadness
12270,si asi conseguir algo conmigo lo        ,joy
12271,toy re enojada con            ,anger
12272,hoy estoy con ganas por cualquier cosa espero no termine,joy
12273,yo tengo el amor pero no los dias descanso  ,sadness
12274,no caigo  bajon e estar lejos      ,sadness
12275,gracias gripe el finde            ,joy
12276,duelen mi o algo por ahi        ,sadness
12277,ultimo dia en manana voy          ,joy
12278,lo unico en mi vida son        ,joy
12279,dan ganas tele cada vez escucho uno en contra y,anger
12280,esa senora por un            ,joy
12281,da una rabia mi padre nunca en nada    ,anger
12282,equipo armo tito alguien explique         ,sadness
12283,rico fumar ante              ,joy
12284,quiero acordar lo dijo esa noche lo unico se e,sadness
12285,ay ante eran mas chevere          ,sadness
12286,te odio                ,anger
12287,soy una facil  mi cualquier cosa hasta un y,sadness
12288,tal los han dejado en          ,anger
12289,mi ganas por comerme do galletas chocolate son real  ,sadness
12290,miercoles                  ,joy
12291,quiero quitarme eso feo siento en el pecho    ,sadness
12292,mi hijo muy rapido            ,sadness
12293,siempre sera mi              ,joy
12294,maldita sea los malditos borrachos llegan todos      ,anger
12295,su madre con esa defensa agua tiene el pachuca  ,anger
12296,horrible e en esta epoca ay jesus      ,sadness
12297,suenos ma feos              ,sadness
12298,mala amiga soy              ,sadness
12299,buenos dias toda persona twitter tengan un excelente y lindo,joy
12300,ay mi corazon              ,sadness
12301,ya estoy acostumbrado el visto no se para hablo  ,sadness
12302,le quiero tirar alcohol y fuego al chabon ese  ,anger
12303,el tiempo pone todo en su lugar      ,joy
12304,porque cada vez quedo mas con los gente    ,sadness
12305,pleno 2018 y uno se tiene cuidar quien seguir y,joy
12306,y yo muero por bajar lo subi      ,sadness
12307,nunca en mi vida voy dejar hacer cagadas se acaba,joy
12308,para vienes moverme el mundo          ,sadness
12309,han tenido dias en los vida los odia    ,sadness
12310,los odio si mi mami quiere hacer pasta verde le,anger
12311,llegar mi casa y no haya luz      ,anger
12312,vos tenes ser buena persona el resto llega solo  ,joy
12313,y m esperando pero con esta lluvia ma bien  ,anger
12314,ya en unos dias vuelvo          ,joy
12315,un mini cambio look aunque sea un poquito para levantar,joy
12316,hoy junto cena del senor veni y      ,joy
12317,sentir extranas                ,sadness
12318,como cagas lluvia              ,anger
12319,no quiero volver rutina lpm          ,sadness
12320,q bronca tengo              ,anger
12321,tengo culiado encima ya estaba empezando sentir bien jugando  ,sadness
12322,necesito fine semana mas largo          ,sadness
12323,ir san carlos y encima quedo sin nafta en ruta,anger
12324,en leon                ,anger
12325,alguien para ir cine            ,sadness
12326,todo ha al inicio            ,anger
12327,aburre viajar con musica en ingles porque no puedo cantar,sadness
12328,estan en hoy              ,joy
12329,no habia habia cagado hasta lo echo en cara  ,sadness
12330,si                  ,joy
12331,esperamos te haya gustado nuestra pequena sorpresa   ,joy
12332,sensacion mas                ,sadness
12333,si e algo gusta e salir correr cosa da paz,joy
12334,por favor                ,joy
12335,yo quiero besitos              ,sadness
12336,nacional re aburrida              ,anger
12337,en estas vacaciones compre tres  no pude    ,sadness
12338,estoy esperando ansiosa mi dia manana        ,joy
12339,por siempre                ,anger
12340,no ahora por favor hoy tengo prueba solo quiero dormir,joy
12341,mala manana tenia ser un dia festivo      ,anger
12342,mas triste su amor partio en un en el san,sadness
12343,tenia toda una y no encuentro justo cuando necesito  ,anger
12344,ya van tres dias esta hora da un sueno increible,sadness
12345,trauma tenemos mujeres cada vez tenemos elegir ropa para salir,sadness
12346,esos datos y esos no se los cree nadie basta,anger
12347,tan estaba ir ver junto          ,sadness
12348,mi ganas boca un beso no se quitan    ,sadness
12349,linea e delgada entre tu y el deseo    ,joy
12350,quiero e irme mi casa andar todo el dia entre,sadness
12351,los ojos                ,sadness
12352,quisiera tener una solo para mi en este momento  ,joy
12353,los domingo son los dias mas hago  para cuando,sadness
12354,cada vez ma tengo            ,sadness
12355,no puedo creer sea sabado y yo tenga levantar 4am,sadness
12356,ganas un tiro              ,joy
12357,tenia pero ella no vio eso        ,sadness
12358,lo faltaba para terminar saber no voy poder salir casa,sadness
12359,mejor nunca                ,joy
12360,voy tomar el ultimo y lo voy tragar con un,joy
12361,ganas un asado              ,sadness
12362,disque el como diria una amiga por ahi ella sabe,anger
12363,ya manana empieza en el clases        ,anger
12364,odio los datos anden tan mal        ,anger
12365,cuando soy sincera soy sincera          ,joy
12366,gracias torres con tu error hiciste mi tigres el partido,anger
12367,tan emocionado estaba por ir manana jugar      ,anger
12368,siempre termino cagando              ,sadness
12369,unas ganas durmiendo pero no          ,sadness
12370,feliz cumpleanos senor presidente           ,joy
12371,estoy tan cansado              ,sadness
12372,seria perfecta                ,joy
12373,por fin se termino esta semana  pero empieza otra,sadness
12374,quede con ganas fiesta            ,sadness
12375,amor haces y aca vamos jugar en el para facu,joy
12376,ganas cambiar por estar entre sus brazos nuevamente    ,sadness
12377,como te extrano viejito            ,sadness
12378,algo huele q esta usando el wifi este hdp xq,anger
12379,con ganas un cafe con leche y facturas    ,joy
12380,muero por un              ,joy
12381,quisiera irme dormir y despertar en mi cama en  ,sadness
12382,hace 6 horas estaba bien feliz con mi familia y,sadness
12383,estoy extranando mi amigas            ,sadness
12384,quiero den besitos              ,sadness
12385,se mil en segundo            ,anger
12386,esta sacando mucho el juego          ,sadness
12387,mana                  ,sadness
12388,estan como                ,joy
12389,hoy e un buen dia para empezar      ,joy
12390,estresa pensar mas              ,sadness
12391,tener do hermosos perritos            ,sadness
12392,lo sone mi amor            ,sadness
12393,hoy voy pasar todo el dia en mi hermosa  ,joy
12394,no                  ,sadness
12395,estupida y para materias 7am          ,joy
12396,cejas en                ,sadness
12397,en cada foto sale mas bonita        ,joy
12398,un rato haria tan bien          ,sadness
12399,fue lindo tenido aca conmigo ayer        ,joy
12400,duele todo                ,anger
12401,muchas gracias                ,joy
12402,robar esta mal pero robar besitos esta bien    ,joy
12403,extranaba                  ,joy
12404,mi esta triste  manana toca        ,sadness
12405,hizo re bien ver esa historia        ,joy
12406,fiesta en maria encanta  ya no van dejar dormir,joy
12407,esta gustando pero tengo miedo pasar lo mismo ante  ,sadness
12408,voy estar en              ,sadness
12409,encanta escuchar historias gente todo lo se ese en los,joy
12410,todo                  ,sadness
12411,no cambium ma esta mina          ,anger
12412,247                  ,joy
12413,dale jesus no hagas en frente los chico internet  ,anger
12414,cancion deprimente el fantasma arbol          ,sadness
12415,duele ver mi abuelita mal          ,sadness
12416,senora ya termine poner su puesto tengo un chingo  ,anger
12417,aveces hacemos cosas sin pensar quien        ,sadness
12418,asi si buenos dias            ,joy
12419,y se te quiero porque quiero compartir todo contigo  ,joy
12420,dolor espalda tengo              ,sadness
12421,odio se en              ,anger
12422,molesta tanto tengan ahi segunda opcion o hagan sentir eso,anger
12423,todo fin ano ya esta          ,sadness
12424,ojala q por mucho tiempo mas pueda ver esa sonrisa,joy
12425,voy intentar dormir              ,sadness
12426,fueron muchas cosas junta            ,sadness
12427,el corazon se te hace cuando hacen eso los ninos,sadness
12428,quiero entrar banar y mi papa no se    ,anger
12429,casi lloro con love e otra experiencia escuchar cada detalle,sadness
12430,siendo estupida siempre lpm            ,sadness
12431,yo al comprando desayuno cuando ya queda poco por entrar,sadness
12432,lastima igual tengo ir            ,sadness
12433,gracias pase muy bien            ,joy
12434,estuve casi do con mi hermana y apenas hara un,joy
12435,5  emocion lo siento          ,joy
12436,nose como hacer para soportar tanto sin mi novia  ,sadness
12437,! animo                ,joy
12438,aveces pregunto si dios escucha          ,sadness
12439,mi vida xd              ,sadness
12440,siempre termino siendo el boludo          ,sadness
12441,mejor amiga mi prima acaba morir con tan solo 19,sadness
12442,otra vez rutina              ,sadness
12443,si                  ,sadness
12444,no era amor pero igual se sentia bonito    ,sadness
12445,hoy estoy lloro hasta digan hola        ,sadness
12446,deje mi y ya estoy lleno rabia y odio ,sadness
12447,todo e tan raro en mi        ,sadness
12448,asi                  ,joy
12449,ya canse emocional tambien ya escuela todos vacaciones  solo,sadness
12450,tarde tanto en y termine          ,sadness
12451,odio q contesten ultima            ,anger
12452,lastima no murio              ,sadness
12453,solo te perdi el interes y ya      ,joy
12454,cuando estoy cambio tanto  y pues se    ,anger
12455,acabo enterar han el reloj y se ha roto algo,sadness
12456,no puede ser todos los sabados vayan ser asi  ,sadness
12457,punto para los amigo hombre          ,joy
12458,e y no puedo dormirme          ,sadness
12459,le di plata mi mama para valla pagar el celular,joy
12460,unica quiero e una tuya          ,sadness
12461,no podium llover ayer no justo hoy ptm    ,anger
12462,porque cuando empiezo una serie no termino ver ya empiezo,anger
12463,todo va mejorar              ,joy
12464,como levanto el animo            ,joy
12465,creo q estoy              ,sadness
12466,algun dia sobre todo esto          ,joy
12467,buen dia                ,joy
12468,tener trabajar un sabado y esta lpm      ,anger
12469,quiero un tiro en el medio frente      ,joy
12470,extrano mucho mi novio            ,sadness
12471,lo juro                ,sadness
12472,gracias por otra vez hacen llegar tarde porque el metro,joy
12473,si incomoda mucho almorzar con gente habla mi    ,anger
12474,bien dijo el profesor iba doler el cuello    ,joy
12475,entre mas tu lista amigo se va      ,sadness
12476,odio cuando hace eso            ,anger
12477,mi mujeres                ,sadness
12478,como e posible el atentado maduro        ,anger
12479,quiero hacer tantas cosas en vida pero por unas  ,joy
12480,se persona                ,joy
12481,nunca pense sufrir tanto por ti        ,sadness
12482,debo si siento un poco triste y  pero siempre,sadness
12483,ahora por                ,sadness
12484,muchas gracias jose saludos            ,joy
12485,quien manda stalkear              ,anger
12486,mira si tienes un carro cb lo mas seguro estoy,joy
12487,ya no mas              ,joy
12488,tristeza saber esta pasando por esto mi chiquita    ,sadness
12489,tengo ganas una tarde en el        ,sadness
12490,yo siempre llego tarde trabajar pero si una reunion ni,sadness
12491,viene cada 3 anos y estoy muriendo ya the one,sadness
12492,estoy lista para usar 247          ,joy
12493,en una mas  pero yo lo leo e y,sadness
12494,nada va pasar              ,sadness
12495,se va mi al mi esta roto      ,sadness
12496,buen domingo para todos gente          ,joy
12497,tito ctm y no fuimos chucha       ,anger
12498,tenia mucho tiempo no iba al cine y mucho menos,joy
12499,y manana y el viernes          ,sadness
12500,bastante mal el dia            ,sadness
12501,yo ya no lo busco espero y ojala encuentre  ,joy
12502,no se como hacer para q deje cabeza ya  ,sadness
12503,jamas lo                ,joy
12504,hay una chica aqui mi lado se llama y cae,joy
12505,"ojala todos mi "" "" se        ",joy
12506,mal en peor duermo            ,anger
12507,tu ya no eres lo quiero        ,joy
12508,no tienen idea del miedo          ,sadness
12509,quiero playa                ,sadness
12510,en efecto no te conozco como gustaria y tu no,sadness
12511,ojala un plan chill para hoy en noche    ,sadness
12512,cuando todo el dia            ,joy
12513,no sea lo q pienso          ,sadness
12514,pero por  vamoslau            ,anger
12515,o empieza dar todo un eso esta mal y no,anger
12516,23 votos  bryanmouquetrendy cd9 coder kcamexico      ,joy
12517,po ya pa              ,sadness
12518,el nunca logro sonrisa  en ella      ,joy
12519,todavia no cae bien el 20 lo viene    ,joy
12520,ultimamente paso mal humor            ,anger
12521,toda dejaron                ,anger
12522,bajon quiero dormir con mi novio nuevo  voy llorar,sadness
12523,nadie en habla fue le da igual      ,sadness
12524,sonrie                  ,joy
12525,todo y lo perdi estoy otra vez pero bueno asi,joy
12526,necesito una                ,sadness
12527,se hace muy raro venir y santiago no este con,sadness
12528,sana un                ,sadness
12529,lindas estan chicas              ,sadness
12530,tengo ir pegar pero no tengo en ir y caminando,sadness
12531,el tiempo siempre da mejores respuestas        ,joy
12532,mi sobrinos cada vez mas rapido y no    ,sadness
12533,alguien se venga ver los increibles 2      ,joy
12534,no quiero verla ni en          ,anger
12535,q ganas d tener            ,sadness
12536,quiero seguir durmiendo              ,anger
12537,estoy escuchando una nina contarle otra harry potter y piedra,joy
12538,gracias dios                ,joy
12539,al fin ya esta listo el auto      ,joy
12540,ya manana regresa  ya manana completa otra vez [?],joy
12541,tengo ganas tener alguien quien decirle te amo   ,sadness
12542,vida por do pastel comi          ,joy
12543,hermoso finde                ,joy
12544,necesito para dormir en menos 10 min      ,sadness
12545,tengo ganas una noche chicas con luz y aun e,anger
12546,lindo empezar el dia con buenas noticias      ,joy
12547,y no quiero otra vez          ,sadness
12548,bronca tengo                ,anger
12549,duele cabeza                ,sadness
12550,ay yo ya quisiera entrar uni        ,sadness
12551,era echa hombre              ,sadness
12552,duelen los cruda              ,sadness
12553,algo mas lindo q te los cachetes tanto    ,joy
12554,hacia ya rato no sentia solo        ,sadness
12555,e tan lindo              ,joy
12556,y con                ,joy
12557,pinche chingados te paso cabron          ,anger
12558,terrible e el              ,sadness
12559,extrano                  ,sadness
12560,atencion                  ,joy
12561,dona                  ,sadness
12562,terminando bien vacaciones  jaja manana con todo jajajajajaja  ,joy
12563,sueno despierta jaja              ,sadness
12564,mi dentista siempre dice cuide mi labios y nunca le,sadness
12565,le tendria haber              ,anger
12566,nunca ha sido diferente            ,sadness
12567,como odio ver asi            ,anger
12568,y mas triste si le pasa algo ptm    ,joy
12569,un buen y dormir            ,joy
12570,necesito u n wacha            ,sadness
12571,no se no pone titular          ,anger
12572,no quiero ir manana            ,sadness
12573,e duro extranar              ,sadness
12574,quiero ver por vez            ,sadness
12575,seguramente nada lo dijo era cierto y yo cada palabra,sadness
12576,nomas hablo pa tragar papel          ,sadness
12577,siento tan sola              ,sadness
12578,tengo idea e lo mas importante plata se    ,joy
12579,siento estoy y vez no jajajajajaja dios mio santo  ,sadness
12580,perdon pero hoy quedo viendo series        ,joy
12581,te                  ,joy
12582,gracias                  ,joy
12583,fui en blanco              ,anger
12584,uno ha hecho todo el trabajo y solo y viene,anger
12585,dice no haga algo pero ella lo hace    ,joy
12586,no queria se todo asi          ,sadness
12587,no estoy lista para solo ver mi novio solo los,sadness
12588,tengo colicos voy              ,joy
12589,escuchar y acuerdo mi corazon          ,joy
12590,voy terminar comiendo toda unas los nervios      ,sadness
12591,penal para               ,anger
12592,le extrano mi amigo            ,sadness
12593,baia hay gente le gusta ver el mundo digo mundo,sadness
12594,quiero ir merendar o tomar un helado por ahi  ,joy
12595,dormi todo como para tener sueno        ,anger
12596,cosa odio use el cuarto          ,anger
12597,gracias insomnio                ,joy
12598,con el mal humor manejo hoy no pienso hacer nada,joy
12599,todo el finde en el laburo        ,anger
12600,cuando se te hace larga         ,sadness
12601,ojala estar aca              ,sadness
12602,amo invierno llegas helada y te tomas algo    ,joy
12603,el tercer los             ,anger
12604,? para cuando el abdomen          ,sadness
12605,buscando fotos encontre otras fotos          ,joy
12606,alegra mi poder dejar un lado mi orgullo    ,joy
12607,escuchar al novio mi vieja 8 manana diciendo estupideces el,anger
12608,e cuarta vez se sale el arito nariz    ,anger
12609,ya falta poco              ,sadness
12610,tendria estar yendo ver boca          ,sadness
12611,quedo el pelo muy muy oscuro        ,anger
12612,y no mi              ,sadness
12613,y esos no tienen puerta para los onda yo aun,sadness
12614,alguien salve mi dia            ,sadness
12615,no quiero leer nada mas sobre el aborto ya genus,anger
12616,voy extranar mucho pero encanta todo lo bueno le esta,joy
12617,necesito saber si vamos tener clases esta semana    ,anger
12618,no pues yo te queria ver hoy      ,sadness
12619,y gracias por el            ,joy
12620,"en peda si hay muchos "" "" ah pero en",joy
12621,caga los no porque mi pie son tan pequenos  ,sadness
12622,no puede ser pase el sabado acostado y enfermo  ,anger
12623,termine mi serie despues estar todos los dias durante  ,sadness
12624,duele todo el cuerpo linda semana voy tener    ,sadness
12625,estoy muriendo dolor estomago pero ganas papa fritas o  ,sadness
12626,e ultima vez              ,anger
12627,cuando verdad                ,sadness
12628,ya no le              ,sadness
12629,estaba durmiendo muy rico y no se por despierto  ,sadness
12630,bueno manana se empieza dieta          ,joy
12631,mejor extrano los ex mi tios mi ex  los,sadness
12632,quiero pizza                ,sadness
12633,en una semana hagamos lo no hicieron en medio ano,joy
12634,tendria un huevo lo hace pero en realidad no  ,sadness
12635,no se por esfuerzo tanto por alguien ni    ,sadness
12636,lo extrano mucho ya            ,sadness
12637,vecina quiero saber xq llora tanto tu hijo hace un,joy
12638,en gente se para pasar  [?]      ,joy
12639,gracias por foto              ,joy
12640,y lo peor para mi eterna ni      ,sadness
12641,vida e mejor sin            ,joy
12642,para tienen perros si no le van dar el carino,anger
12643,amo ver mi galeria fotos ante ir dormir    ,joy
12644,al fin y al cabo siempre termino solo    ,joy
12645,todavia no vi mision imposible 6        ,sadness
12646,en youtube el gran            ,sadness
12647,ante estaba traumada por tener grandes ahora veo se ven,joy
12648,necesito plata                ,sadness
12649,yaaa nina merece verdad           ,anger
12650,un y                ,joy
12651,ay creo soy bueno para pintar  cuando quieran le,joy
12652,por favor el alma            ,sadness
12653,le salio barato el toluca          ,anger
12654,encantaria manana no tengo pagar 100        ,joy
12655,siento bien feo mi mama siga preguntando por ti  ,sadness
12656,voy                  ,anger
12657,le levante con ganas estar en argentina      ,sadness
12658,quiero una                ,sadness
12659,alguien sale caminar conmigo            ,sadness
12660,nunca por tener una amiga en su servicio sin mi,joy
12661,dia hospital                ,sadness
12662,ya hasta paja discutir tengo q pasa      ,anger
12663,sii para no mas espacio en nosotros      ,joy
12664,pedi comida cama en recien puesta  eso pasa por,sadness
12665,encantan super bonito              ,joy
12666,siguen dando miedo los            ,sadness
12667,odio estar enferma              ,anger
12668,como                  ,joy
12669,aun no estoy lista para ser        ,sadness
12670,como odio gente se llame igual yo      ,anger
12671,nose como mi vieja aguanto 20 anos con este pelotudo,sadness
12672,no puedo ver el show          ,anger
12673,cuando no queda otra q          ,joy
12674,parte eso se ta el perfume si alguien quiere mi,joy
12675,dale enserio le un tiro en cabeza y todavia vive,anger
12676,mentiras mas mentiras              ,anger
12677,quero                  ,joy
12678,se no pasa hora volando cuando estamos junto    ,joy
12679,no gusta estar en mi dia lloro sangre por donde,sadness
12680,se parte cabeza              ,anger
12681,no tengo ninguna foto linda ayer para subir    ,sadness
12682,parece una buena visita            ,joy
12683,hoy estamos manana no sabemos          ,sadness
12684,nunca gusto tapia ni como jugador ni como fue un,anger
12685,gano gracias                ,joy
12686,todos mi domingo van ser un embole      ,anger
12687,va para cada vez te tengo ma asco    ,joy
12688,vi el y dragon ya estaba buscando el    ,sadness
12689,aunque duela en el cora tiene razon pero no le,joy
12690,todos los gringo viendo christopher robin y yo aqui muriendo,sadness
12691,no puedo con cantidad ropa tengo y con mi cero,sadness
12692,tener mi sobrina en casa y se quede dormir e,joy
12693,no puedo dejar escuchar su audio        ,joy
12694,estaba viendo video hace un ano atras mi bebes y,sadness
12695,estaba sonando tan lindo y despierto y nada e como,sadness
12696,voy manejando y tengo cambiar hay espacio pero nada aparece,anger
12697,buenas noches persona sin se pasan aqui como yo  ,joy
12698,no hay como ser una hija gran para cosas  ,anger
12699,y empezo horrible noche            ,sadness
12700,no aparecio por y llore mas si no mi hermana,sadness
12701,desde empece viajar nunca toco ir parada hoy si ya,anger
12702,e un poco lo queremos los viajes e tan dificil,sadness
12703,vieran nada sirve ser ser y vale mas sus lo,joy
12704,quiero todos mi problemas durmiendo          ,sadness
12705,alguien ma diga tengo olor lpm        ,anger
12706,e uno los sentimientos mas y tristes      ,sadness
12707,pa                  ,sadness
12708,do largo                ,sadness
12709,llamadas dan aqui conmigo            ,sadness
12710,tres semanas y el cruz azul volvio chingar una  ,anger
12711,adivinen quien esta con fiebre          ,joy
12712,enoja tener repetir 100 veces lo mismo      ,anger
12713,no se si estoy favor o en contra del aborto,joy
12714,lindo dia                ,joy
12715,algo tiene salir esta noche          ,joy
12716,? tal                ,joy
12717,yo en 5 minutos            ,joy
12718,no se porque tengo tanta          ,anger
12719,tu hace dude lo dice sentir por mi    ,sadness
12720,ya te                ,joy
12721,ya tengo otro angel desde el cielo      ,sadness
12722,mi ex dice odia por ahi no va hablar mas,sadness
12723,ganas un 14              ,sadness
12724,estoy hasta madre tanta            ,anger
12725,cuenta yo tenia unas negras          ,anger
12726,rabia cosas todos los dias termino tortas      ,anger
12727,donde estas                ,joy
12728,necesito verlo                ,sadness
12729,si quisiera algunas cosas fueran diferentes        ,sadness
12730,muchas gracias por el comentario          ,joy
12731,un dia mas peor q el hoy no puede pasar,sadness
12732,tener medium cuadra y sentir el olor pan estas horas,sadness
12733,nose si una caida mas          ,sadness
12734,duele mucho su              ,sadness
12735,divierte y mucho como estan algunos jajajaja dejen dar pena,sadness
12736,porra                  ,anger
12737,mi no              ,anger
12738,ni con toda paz se tanga ahora      ,anger
12739,porque no hay cole santa fe        ,anger
12740,bueno voy dejar ver fotos mina tan lindas por un,joy
12741,no se si e el todo el finde pero esta,sadness
12742,despues 2 tranquilidad ya estan empezando chingar 247 en el,anger
12743,varios                  ,sadness
12744,mira trato estar buen humor pero parece q peor hacen,anger
12745,mi siempre roban los            ,sadness
12746,ya habia puesto re contenta q iba salir    ,joy
12747,para mi el partido tiene desaparecer fin      ,joy
12748,no puede ser lo q dijo mi mama we  ,sadness
12749,ya no voy mas            ,joy
12750,ya quiero estar sentada en el primer avion    ,joy
12751,24 votos  bryanmouquetrendy cd9 coder kcamexico      ,joy
12752,estoy gordo                ,sadness
12753,mucha no he el congreso hay        ,sadness
12754,solo matenme ya              ,anger
12755,neta todo esto pone bien depre        ,sadness
12756,? hacen los usando para uno sus      ,anger
12757,nico esta en so esta con todo esto y tiene,sadness
12758,pero ver pasa              ,anger
12759,esas con mi              ,sadness
12760,ja                  ,anger
12761,extrano kevin compre              ,sadness
12762,tres mi dia dia            ,joy
12763,ayer dormi 1 manana pero igual tengo levantar todos los,anger
12764,? por no oportunidad desde cuando dejo perder estos  ,sadness
12765,pinch hombre                ,anger
12766,como feria del              ,joy
12767,cada vez ma en el retiro        ,sadness
12768,del ya sabes cual jeje y eres mejor te quiero,joy
12769,yo no se como mi mami se para siempre subir,sadness
12770,enserio                  ,sadness
12771,hasta santa fe oficial lo sabe plata      ,sadness
12772,ganas vos tengo lpm            ,sadness
12773,hoy estuve estuve todo el dia        ,anger
12774,hey crush para si va dejar en visto    ,joy
12775,quiero un                ,sadness
12776,mate con mama              ,joy
12777,se hace tan dificil regresar al grupo      ,sadness
12778,wacho pajero soy siempre teniendo mala suerte en todo nunca,sadness
12779,solo e no este y goles        ,joy
12780,hoy hace un estamos junto y parece muchisimo ma  ,joy
12781,no aguanto mas esta tos hace sentir como el orto,sadness
12782,lindo cuando uno se da cuenta no le hace falta,joy
12783,ni moto tengo bronca            ,anger
12784,dias ya saben              ,joy
12785,colegio                  ,anger
12786,los do amigas tengo estan y yo quiero salir o,sadness
12787,rapido pasa el tiempo 10          ,joy
12788,ya tengo un motivo mas para no volver    ,sadness
12789,no respondo gente no sabe piense distinto e al pedo,joy
12790,todo muy lindo todo muy lindo pero cuando ya quieren,anger
12791,todo el mundo dice estoy gorda        ,sadness
12792,quiero eliminar el mi vida          ,anger
12793,muy yo                ,sadness
12794,se sera lo mejor            ,joy
12795,no pasa por mente persona aun basura      ,anger
12796,ay yo tambien te tengo mucho  ver si hablamos,joy
12797,esta hp va conocer            ,joy
12798,se supone ya debo estar vacaciones        ,sadness
12799,buenos dias  por fin llego el dia en mi,joy
12800,yo vi y e            ,joy
12801,y lo va ser hoy ni te cuento    ,joy
12802,por tanto en esta casa          ,anger
12803,instagram sube historia quiere lpm          ,anger
12804,hago tanto problema siempre dificil e estar en una relacion,sadness
12805,por todo tiene ser tan dificil        ,sadness
12806,hoy levante sin sueno y del mejor humor    ,joy
12807,yo iba cortarme el pelo pues bien mi se ha,joy
12808,viejo hp                ,anger
12809,iba abrir un chat y llego otro y adivinen quien,joy
12810,to                  ,anger
12811,verdad q no se si te enserio   aveces,sadness
12812,esperando mi telefono para poder ver netflix con los audifonos,joy
12813,modo no se sentir envidia por el o por en,joy
12814,dormir manana toca para ver el        ,joy
12815,papo en chau no quiero ver mas      ,sadness
12816,creo ya no se puede          ,joy
12817,yo era esas              ,joy
12818,quiere ver 247 y yo le meto mil    ,sadness
12819,no cabe duda mi cdmx e y llena    ,joy
12820,hasta cuando                ,sadness
12821,con                  ,joy
12822,chucha tan auto en manana          ,anger
12823,diosito solo te falto hacerme bonita        ,sadness
12824,rehuso cumplir 20 en 2          ,sadness
12825,mi sabado estaba feliz hasta materias para el horario y,joy
12826,amo festejar vida encanta salir con amigas creo no puedo,joy
12827,sone con mi abuela            ,sadness
12828,te amo                ,sadness
12829,tienen cansada con el aborto          ,anger
12830,solo quedan do pares nuevos lentes y en estos dias,sadness
12831,necesito un abrazo con            ,sadness
12832,alguien se gano una en frente ayer      ,joy
12833,ya nadie se preocupa por cuidar lo tiene porque todo,sadness
12834,ojala algun dia pueda dejar preocuparme tanto y disfrutar ma,sadness
12835,youtube encantan sus video son una joya youtube mi parecer,joy
12836,siempre los 8 son dias tan gris      ,sadness
12837,odio perdi numero              ,anger
12838,como molesta                ,anger
12839,tengo recuerdos tan bonito hay cosas siempre no van sacar,joy
12840,por lo general hablo 4 al dia      ,joy
12841,estoy cansada sonar despierta y nada se haga realidad  ,sadness
12842,ultimo esfuerzo                ,joy
12843,con papa                ,joy
12844,buenos dias mexico              ,joy
12845,ni hablar gripe tengo            ,sadness
12846,amar e cuidar todo mal una persona      ,sadness
12847,noche se presta para chingar con este frio    ,joy
12848,no tengo rabia              ,joy
12849,pasa igual                ,sadness
12850,final primera parte en el entre y     ,joy
12851,noche para en vino            ,joy
12852,si te hace un gol ese e porque eres muy,anger
12853,soy tipa mas del mundo          ,sadness
12854,no cuenta como descanso tres dias con mocos en cama,anger
12855,! silencio dejen dormir al en el bondi    ,anger
12856,necesito aca ya conmigo            ,anger
12857,no puede doler tanto espalda          ,sadness
12858,banarme                  ,joy
12859,el miercoles vamos ir marcha con        ,joy
